Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
SFXN4,0,0,0,0,2,0,0,0,0,2,2,2
SFXN5,0,0,0,0,2,0,0,0,0,2,2,2
SGMS2,0,0,0,0,1,0,1,0,0,2,2,2
SGPP1,0,0,0,0,1,0,0,1,0,2,2,2
SH2D3A,0,0,0,0,1,0,0,0,1,2,2,2
SH2D6,0,0,0,0,2,0,0,0,0,2,2,2
SHB,0,0,0,0,0,2,0,0,0,2,2,2
SHBG,0,0,0,0,2,0,0,0,0,2,2,2
SHF,0,0,0,0,1,1,0,0,0,2,2,2
SHH,0,0,0,0,2,0,0,0,0,2,2,2
SHISA2,0,0,0,0,2,0,0,0,0,2,2,2
SHISA4,0,0,0,0,2,0,0,0,0,2,2,2
SHQ1,0,0,0,0,2,0,0,0,0,2,2,2
SIAH1,0,0,0,0,2,0,0,0,0,2,2,2
SIGLEC15,0,0,0,0,2,0,0,0,0,2,2,2
SIL1,0,0,0,0,1,1,0,0,0,2,2,2
SIRPB2,0,0,0,0,2,0,0,0,0,2,2,2
SIRT1,0,0,0,0,1,0,0,1,0,2,2,2
SIRT3,0,0,0,0,2,0,0,0,0,2,2,2
SIX5,0,0,0,0,2,0,0,0,0,2,2,2
SIX6,0,0,0,0,2,0,0,0,0,2,2,2
SKA1,0,0,0,0,1,1,0,0,0,2,2,2
SKP2,0,0,0,0,2,0,0,0,0,2,2,2
SLA2,0,0,0,0,2,0,0,0,0,2,2,2
SLAIN1,0,0,0,0,2,0,0,0,0,2,2,2
SLAMF8,0,0,0,0,2,0,0,0,0,2,2,2
SLC10A1,0,0,0,0,2,0,0,0,0,2,2,2
SLC10A4,0,0,0,0,2,0,0,0,0,2,2,2
SLC10A7,0,0,0,0,2,0,0,0,0,2,2,2
SLC15A3,0,0,0,0,2,0,0,0,0,2,2,2
SLC16A10,0,0,0,0,2,0,0,0,0,2,2,2
SLC16A11,0,0,0,0,2,0,0,0,0,2,2,2
SLC16A12,0,0,0,0,2,0,0,0,0,2,2,2
SLC16A13,0,0,0,0,1,0,0,1,0,2,2,2
SLC16A2,0,0,0,0,2,0,0,0,0,2,2,2
SLC16A5,0,0,0,0,2,0,0,0,0,2,2,2
SLC16A8,0,0,0,0,2,0,0,0,0,2,2,2
SLC17A5,0,0,0,0,2,0,0,0,0,2,2,2
SLC17A9,0,0,0,0,1,1,0,0,0,2,2,2
SLC19A1,0,0,0,0,2,0,0,0,0,2,2,2
SLC1A1,0,0,0,0,2,0,0,0,0,2,2,2
SLC1A5,0,0,0,0,2,0,0,0,0,2,2,2
SLC1A7,0,0,0,0,2,0,0,0,0,2,2,2
SLC22A14,0,0,0,0,2,0,0,0,0,2,2,2
SLC22A17,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A11,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A15,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A22,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A28,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A30,0,0,0,0,1,1,0,0,0,2,2,2
SLC25A33,0,0,0,0,1,0,0,1,0,2,2,2
SLC25A34,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A35,0,0,0,0,2,0,0,0,0,2,2,2
SLC25A52,0,0,0,0,2,0,0,0,0,2,2,2
SLC2A1,0,0,0,0,1,1,0,0,0,2,2,2
SLC30A1,0,0,0,0,2,0,0,0,0,2,2,2
SLC30A5,0,0,0,0,2,0,0,0,0,2,2,2
SLC31A1,0,0,0,0,2,0,0,0,0,2,2,2
SLC35A3,0,0,0,0,2,0,0,0,0,2,2,2
SLC35A4,0,0,0,0,2,0,0,0,0,2,2,2
SLC35A5,0,0,0,0,2,0,0,0,0,2,2,2
SLC35B1,0,0,0,0,1,1,0,0,0,2,2,2
SLC35B2,0,0,0,0,2,0,0,0,0,2,2,2
SLC35B3,0,0,0,0,2,0,0,0,0,2,2,2
SLC35B4,0,0,0,0,2,0,0,0,0,2,2,2
SLC35C2,0,0,0,0,2,0,0,0,0,2,2,2
SLC35E1,0,0,0,0,2,0,0,0,0,2,2,2
SLC35E3,0,0,0,0,2,0,0,0,0,2,2,2
SLC35F2,0,0,0,0,2,0,0,0,0,2,2,2
SLC37A3,0,0,0,0,2,0,0,0,0,2,2,2
SLC38A11,0,0,0,0,1,0,0,1,0,2,2,2
SLC38A2,0,0,0,0,2,0,0,0,0,2,2,2
SLC38A7,0,0,0,0,1,1,0,0,0,2,2,2
SLC39A11,0,0,0,0,1,0,0,1,0,2,2,2
SLC39A5,1,0,0,0,1,0,0,0,0,2,2,2
SLC39A8,0,0,0,0,2,0,0,0,0,2,2,2
SLC41A1,0,0,0,0,2,0,0,0,0,2,2,2
SLC41A3,0,0,0,0,2,0,0,0,0,2,2,2
SLC43A1,0,0,0,0,1,1,0,0,0,2,2,2
SLC44A3,0,0,0,0,1,1,0,0,0,2,2,2
SLC51A,0,0,0,0,2,0,0,0,0,2,2,2
SLC52A2,0,0,0,0,2,0,0,0,0,2,2,2
SLC5A10,0,0,0,0,1,0,0,1,0,2,2,2
SLC6A20,0,0,0,0,2,0,0,0,0,2,2,2
SLC7A11,0,0,0,0,2,0,0,0,0,2,2,2
SLC7A5,0,0,0,0,2,0,0,0,0,2,2,2
SLC7A6,0,0,0,0,2,0,0,0,0,2,2,2
SLC7A6OS,0,0,0,0,2,0,0,0,0,2,2,2
SLC9A3R1,0,0,0,0,2,0,0,0,0,2,2,2
SMAD7,0,0,0,0,1,1,0,0,0,2,2,2
SMARCB1,0,0,0,0,2,0,0,0,0,2,2,2
SMARCD1,0,0,0,0,1,1,0,0,0,2,2,2
SMCO1,0,0,0,0,2,0,0,0,0,2,2,2
SMIM19,0,0,0,0,2,0,0,0,0,2,2,2
SMIM8,0,0,0,0,2,0,0,0,0,2,2,2
SNAP23,0,0,0,0,2,0,0,0,0,2,2,2
SNAPC1,0,0,0,0,2,0,0,0,0,2,2,2
SNCA,0,0,0,0,1,1,0,0,0,2,2,2
SNRNP70,0,0,0,0,2,0,0,0,0,2,2,2
SNRPA1,0,0,0,0,2,0,0,0,0,2,2,2
SNRPF,0,0,0,0,1,0,0,1,0,2,2,2
SNTB1,0,0,0,0,2,0,0,0,0,2,2,2
SNW1,0,0,0,0,2,0,0,0,0,2,2,2
SNX10,0,0,0,0,2,0,0,0,0,2,2,2
SNX11,0,0,0,0,1,0,0,1,0,2,2,2
SNX17,0,0,0,0,2,0,0,0,0,2,2,2
SNX4,0,0,0,0,1,1,0,0,0,2,2,2
SNX8,0,0,0,0,1,0,0,1,0,2,2,2
SOCS2,0,0,0,0,2,0,0,0,0,2,2,2
SORBS3,0,0,0,0,2,0,0,0,0,2,2,2
SOST,0,0,0,0,2,0,0,0,0,2,2,2
SOSTDC1,1,0,0,0,1,0,0,0,0,2,2,2
SOX2,0,0,0,0,2,0,0,0,0,2,2,2
SOX4,0,0,0,0,2,0,0,0,0,2,2,2
SP3,0,0,0,0,2,0,0,0,0,2,2,2
SP5,0,0,0,0,2,0,0,0,0,2,2,2
SP8,0,0,0,0,2,0,0,0,0,2,2,2
SPANXD,0,0,0,0,2,0,0,0,0,2,2,2
SPATA2L,2,0,0,0,0,0,0,0,0,2,2,2
SPATA9,0,0,0,0,2,0,0,0,0,2,2,2
SPDYA,0,0,0,0,2,0,0,0,0,2,2,2
SPDYE3,0,0,0,0,2,0,0,0,0,2,2,2
SPHK2,0,0,0,0,1,0,1,0,0,2,2,2
SPIN2B,0,0,0,0,2,0,0,0,0,2,2,2
SPINK14,0,0,0,0,2,0,0,0,0,2,2,2
SPINK6,0,0,0,0,2,0,0,0,0,2,2,2
SPINT2,0,0,0,0,2,0,0,0,0,2,2,2
SPINT4,0,0,0,0,2,0,0,0,0,2,2,2
SPNS3,0,0,0,0,2,0,0,0,0,2,2,2
SPOP,0,0,0,0,1,1,0,0,0,2,2,2
SPRED3,0,0,0,0,1,0,0,1,0,2,2,2
SPRR2D,0,0,0,0,2,0,0,0,0,2,2,2
SPRR2E,1,0,0,0,1,0,0,0,0,2,2,2
SPRYD3,0,0,0,0,2,0,0,0,0,2,2,2
SPX,0,0,0,0,2,0,0,0,0,2,2,2
SQSTM1,0,0,0,0,1,0,0,0,1,2,2,2
SRD5A3,0,0,0,0,2,0,0,0,0,2,2,2
SRGN,0,0,0,0,2,0,0,0,0,2,2,2
SRM,0,0,0,0,2,0,0,0,0,2,2,2
SRRM3,1,0,0,0,1,0,0,0,0,2,2,2
SRSF10,0,0,0,0,1,1,0,0,0,2,2,2
SRSF12,0,0,0,0,2,0,0,0,0,2,2,2
SSPN,0,0,0,0,2,0,0,0,0,2,2,2
SST,0,0,0,0,2,0,0,0,0,2,2,2
SSU72,0,0,0,0,2,0,0,0,0,2,2,2
SSX2IP,0,0,0,0,2,0,0,0,0,2,2,2
ST3GAL4,0,0,0,0,2,0,0,0,0,2,2,2
ST6GALNAC4,0,0,0,0,2,0,0,0,0,2,2,2
STAMBPL1,0,0,0,0,2,0,0,0,0,2,2,2
STAP2,0,0,0,0,1,1,0,0,0,2,2,2
STARD3,0,0,0,0,2,0,0,0,0,2,2,2
STEAP1B,0,0,0,0,1,1,0,0,0,2,2,2
STK19,0,0,0,0,2,0,0,0,0,2,2,2
STK24,0,0,0,0,1,0,0,1,0,2,2,2
STK40,0,0,0,0,2,0,0,0,0,2,2,2
STOML2,0,0,0,0,1,1,0,0,0,2,2,2
STPG1,0,0,0,0,2,0,0,0,0,2,2,2
STX2,0,0,0,0,1,1,0,0,0,2,2,2
STX3,0,0,0,0,2,0,0,0,0,2,2,2
STX4,0,0,0,0,2,0,0,0,0,2,2,2
STX5,0,0,0,0,2,0,0,0,0,2,2,2
STX6,0,0,0,0,2,0,0,0,0,2,2,2
STYX,0,0,0,0,2,0,0,0,0,2,2,2
SUCLG1,0,0,0,0,2,0,0,0,0,2,2,2
SUDS3,0,0,0,0,1,1,0,0,0,2,2,2
SULT2B1,0,0,0,0,2,0,0,0,0,2,2,2
SUMF1,0,0,0,1,1,0,0,0,0,2,2,2
SUPT7L,0,0,0,0,2,0,0,0,0,2,2,2
SUPV3L1,1,0,0,0,1,0,0,0,0,2,2,2
SUV39H2,0,0,0,0,0,2,0,0,0,2,2,2
SVOPL,0,0,0,0,2,0,0,0,0,2,2,2
SYF2,0,0,0,0,2,0,0,0,0,2,2,2
SYN2,0,0,0,0,2,0,0,0,0,2,2,2
SYNGR4,0,0,0,0,1,1,0,0,0,2,2,2
SYNPO,0,0,0,0,1,1,0,0,0,2,2,2
SYNPO2L,0,0,0,0,2,0,0,0,0,2,2,2
TAC4,0,0,0,0,2,0,0,0,0,2,2,2
TAF11,0,1,0,0,1,0,0,0,0,2,2,2
TAF15,0,0,0,0,2,0,0,0,0,2,2,2
TAF8,0,0,0,0,2,0,0,0,0,2,2,2
TAF9B,1,0,0,0,1,0,0,0,0,2,2,2
TALDO1,0,0,0,0,2,0,0,0,0,2,2,2
TAPT1,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R14,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R19,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R4,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R8,0,0,0,0,2,0,0,0,0,2,2,2
TAZ,0,0,0,0,1,0,0,1,0,2,2,2
TBC1D10B,0,0,0,0,2,0,0,0,0,2,2,2
TBC1D17,0,0,0,0,0,0,0,2,0,2,2,2
TBC1D22A,0,0,0,0,2,0,0,0,0,2,2,2
TBC1D26,0,0,0,0,2,0,0,0,0,2,2,2
TBC1D3F,0,0,0,0,1,0,0,1,0,2,2,2
TBCB,0,0,0,0,2,0,0,0,0,2,2,2
TBCEL,0,0,0,0,2,0,0,0,0,2,2,2
TBKBP1,0,0,0,0,2,0,0,0,0,2,2,2
TBL3,0,0,0,0,2,0,0,0,0,2,2,2
TBX6,0,0,0,0,1,1,0,0,0,2,2,2
TC2N,0,0,0,0,1,0,0,1,0,2,2,2
TCEA3,0,1,0,0,1,0,0,0,0,2,2,2
TCEAL1,0,0,0,0,2,0,0,0,0,2,2,2
TCEAL4,0,0,0,0,2,0,0,0,0,2,2,2
TCEB3CL,0,0,0,0,2,0,0,0,0,2,2,2
TCF21,0,0,0,0,2,0,0,0,0,2,2,2
TCFL5,1,0,0,0,1,0,0,0,0,2,2,2
TCP10L,0,1,0,0,1,0,0,0,0,2,2,2
TEAD1,0,0,0,0,2,0,0,0,0,2,2,2
TERF2,0,0,0,0,2,0,0,0,0,2,2,2
TERF2IP,0,0,0,0,2,0,0,0,0,2,2,2
TESC,0,0,0,0,1,1,0,0,0,2,2,2
TEX26,0,0,0,0,2,0,0,0,0,2,2,2
TEX43,0,0,0,0,1,0,0,1,0,2,2,2
TEX9,0,0,0,0,2,0,0,0,0,2,2,2
TFAP2E,0,0,0,0,2,0,0,0,0,2,2,2
TFCP2,0,0,0,0,2,0,0,0,0,2,2,2
TFDP2,0,0,0,0,2,0,0,0,0,2,2,2
TGFA,0,0,0,0,2,0,0,0,0,2,2,2
TGFB1,0,0,0,0,2,0,0,0,0,2,2,2
TGFB3,0,0,0,0,1,1,0,0,0,2,2,2
TGIF2,0,0,0,0,2,0,0,0,0,2,2,2
TGIF2LY,0,0,0,0,2,0,0,0,0,2,2,2
TGOLN2,0,0,0,0,2,0,0,0,0,2,2,2
THBS4,0,0,0,0,1,1,0,0,0,2,2,2
THG1L,0,0,0,0,2,0,0,0,0,2,2,2
THNSL1,0,0,0,0,2,0,0,0,0,2,2,2
THOC3,0,0,0,0,2,0,0,0,0,2,2,2
THRA,0,1,0,0,0,1,0,0,0,2,2,2
THUMPD1,0,0,0,0,2,0,0,0,0,2,2,2
TICAM1,0,0,0,0,2,0,0,0,0,2,2,2
TIGIT,0,0,0,0,2,0,0,0,0,2,2,2
TIMM17B,0,0,0,0,2,0,0,0,0,2,2,2
TIMM21,0,0,0,0,2,0,0,0,0,2,2,2
TIMM22,1,0,0,0,1,0,0,0,0,2,2,2
TIMP1,0,0,0,0,2,0,0,0,0,2,2,2
TIRAP,0,0,0,0,2,0,0,0,0,2,2,2
TLR10,0,0,0,0,2,0,0,0,0,2,2,2
TLX1,0,0,0,0,2,0,0,0,0,2,2,2
TM2D1,0,0,0,0,2,0,0,0,0,2,2,2
TM4SF18,0,0,0,0,2,0,0,0,0,2,2,2
TM4SF19,0,0,0,0,2,0,0,0,0,2,2,2
TM6SF1,0,0,0,0,2,0,0,0,0,2,2,2
TM7SF2,0,0,0,0,2,0,0,0,0,2,2,2
TMA7,0,1,0,0,1,0,0,0,0,2,2,2
TMBIM1,0,0,0,0,2,0,0,0,0,2,2,2
TMBIM6,0,0,0,0,1,1,0,0,0,2,2,2
TMED5,0,0,0,0,2,0,0,0,0,2,2,2
TMED6,0,0,0,0,2,0,0,0,0,2,2,2
TMED9,0,0,0,0,2,0,0,0,0,2,2,2
TMEM101,1,0,0,0,1,0,0,0,0,2,2,2
TMEM106C,0,0,0,0,2,0,0,0,0,2,2,2
TMEM107,0,0,0,0,1,0,0,1,0,2,2,2
TMEM14A,0,0,0,1,1,0,0,0,0,2,2,2
TMEM14C,0,0,0,0,1,1,0,0,0,2,2,2
TMEM150B,0,0,0,0,2,0,0,0,0,2,2,2
TMEM154,0,0,0,0,0,1,0,1,0,2,2,2
TMEM156,0,0,0,0,2,0,0,0,0,2,2,2
TMEM171,0,0,0,0,2,0,0,0,0,2,2,2
TMEM175,0,0,0,0,2,0,0,0,0,2,2,2
TMEM179,0,0,0,0,2,0,0,0,0,2,2,2
TMEM182,0,0,0,0,2,0,0,0,0,2,2,2
TMEM184C,1,0,0,0,1,0,0,0,0,2,2,2
TMEM190,0,0,0,0,2,0,0,0,0,2,2,2
TMEM196,0,0,0,0,2,0,0,0,0,2,2,2
TMEM198,0,0,0,0,1,0,0,1,0,2,2,2
TMEM206,0,0,0,0,1,0,0,1,0,2,2,2
TMEM216,0,0,0,0,1,0,0,1,0,2,2,2
TMEM229B,0,0,0,0,2,0,0,0,0,2,2,2
TMEM234,0,0,0,0,2,0,0,0,0,2,2,2
TMEM241,0,0,0,0,2,0,0,0,0,2,2,2
TMEM245,0,0,0,0,2,0,0,0,0,2,2,2
TMEM246,0,0,0,0,2,0,0,0,0,2,2,2
TMEM259,0,0,0,0,2,0,0,0,0,2,2,2
TMEM39B,0,1,0,0,1,0,0,0,0,2,2,2
TMEM43,0,0,0,0,2,0,0,0,0,2,2,2
TMEM45B,0,0,0,0,2,0,0,0,0,2,2,2
TMEM47,0,1,0,0,1,0,0,0,0,2,2,2
TMEM53,0,0,0,0,2,0,0,0,0,2,2,2
TMEM55A,0,0,0,0,1,0,0,1,0,2,2,2
TMEM56,0,0,0,0,2,0,0,0,0,2,2,2
TMEM61,0,0,0,0,1,1,0,0,0,2,2,2
TMEM64,0,0,0,0,1,0,0,1,0,2,2,2
TMEM69,0,0,0,0,2,0,0,0,0,2,2,2
TMEM86B,0,0,0,0,2,0,0,0,0,2,2,2
TMEM89,0,0,0,0,2,0,0,0,0,2,2,2
TNFAIP2,0,0,0,0,1,0,0,1,0,2,2,2
TNFAIP6,0,0,0,0,2,0,0,0,0,2,2,2
TNFRSF10A,0,0,0,0,2,0,0,0,0,2,2,2
TNFRSF10D,0,0,0,0,1,1,0,0,0,2,2,2
TNFRSF1B,0,0,0,0,2,0,0,0,0,2,2,2
TNFRSF8,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF10,0,0,0,0,0,1,0,1,0,2,2,2
TNFSF11,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF13B,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF14,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF18,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF9,0,0,0,0,2,0,0,0,0,2,2,2
TNMD,0,0,0,0,2,0,0,0,0,2,2,2
TNP2,1,0,0,0,1,0,0,0,0,2,2,2
TOE1,0,0,0,0,2,0,0,0,0,2,2,2
TOLLIP,0,0,0,0,2,0,0,0,0,2,2,2
TOM1L1,0,0,0,0,0,2,0,0,0,2,2,2
TOMM34,0,0,0,0,2,0,0,0,0,2,2,2
TOMM40,1,0,0,0,1,0,0,0,0,2,2,2
TOR3A,0,0,0,0,2,0,0,0,0,2,2,2
TP53I11,1,0,0,0,1,0,0,0,0,2,2,2
TP53TG3D,1,0,0,0,0,1,0,0,0,2,2,2
TPD52L3,0,0,0,0,1,1,0,0,0,2,2,2
TPI1,0,0,0,0,2,0,0,0,0,2,2,2
TPM4,0,1,0,0,1,0,0,0,0,2,2,2
TPPP3,0,0,0,0,2,0,0,0,0,2,2,2
TPSB2,0,0,0,0,2,0,0,0,0,2,2,2
TPSG1,0,0,0,0,2,0,0,0,0,2,2,2
TPST2,0,0,0,0,2,0,0,0,0,2,2,2
TPX2,0,0,0,0,1,1,0,0,0,2,2,2
TRADD,0,0,0,0,2,0,0,0,0,2,2,2
TRAF3IP3,0,0,0,0,2,0,0,0,0,2,2,2
TRAFD1,0,0,0,0,1,0,0,1,0,2,2,2
TRAM2,0,0,0,0,1,1,0,0,0,2,2,2
TRAPPC5,0,0,0,0,2,0,0,0,0,2,2,2
TRAPPC6A,0,0,0,0,2,0,0,0,0,2,2,2
TRAV1-2,0,0,0,0,2,0,0,0,0,2,2,2
TRAV10,0,0,0,0,2,0,0,0,0,2,2,2
TRAV16,0,0,0,0,2,0,0,0,0,2,2,2
TRAV17,0,0,0,0,2,0,0,0,0,2,2,2
TRAV2,0,0,0,0,1,1,0,0,0,2,2,2
TRAV25,0,0,0,0,2,0,0,0,0,2,2,2
TRAV26-2,0,0,0,0,2,0,0,0,0,2,2,2
TRAV29DV5,0,0,0,0,1,1,0,0,0,2,2,2
TRAV34,0,0,0,0,2,0,0,0,0,2,2,2
TRAV38-1,0,0,0,0,2,0,0,0,0,2,2,2
TRAV6,0,0,0,0,2,0,0,0,0,2,2,2
TRAV7,0,0,0,0,2,0,0,0,0,2,2,2
TRDC,0,0,0,0,2,0,0,0,0,2,2,2
TRDV1,1,0,0,0,1,0,0,0,0,2,2,2
TRDV3,0,0,0,0,2,0,0,0,0,2,2,2
TREH,0,0,0,0,1,1,0,0,0,2,2,2
TREM2,0,0,0,0,2,0,0,0,0,2,2,2
TREML2,0,0,0,0,2,0,0,0,0,2,2,2
TREX2,0,0,0,0,2,0,0,0,0,2,2,2
TRGJP2,0,0,0,0,2,0,0,0,0,2,2,2
TRIM14,1,0,0,0,1,0,0,0,0,2,2,2
TRIM35,0,0,0,0,2,0,0,0,0,2,2,2
TRIM5,0,0,0,0,1,0,1,0,0,2,2,2
TRIM54,0,0,0,0,2,0,0,0,0,2,2,2
TRIM61,0,0,0,0,2,0,0,0,0,2,2,2
TRIM62,0,0,0,0,2,0,0,0,0,2,2,2
TRIM69,0,0,0,0,2,0,0,0,0,2,2,2
TRIM8,0,0,0,0,2,0,0,0,0,2,2,2
TRIP6,0,0,0,0,2,0,0,0,0,2,2,2
TRMT10A,0,0,0,0,2,0,0,0,0,2,2,2
TRMT112,0,0,0,0,2,0,0,0,0,2,2,2
TRMT12,0,0,0,0,2,0,0,0,0,2,2,2
TRMT13,0,0,0,0,2,0,0,0,0,2,2,2
TRMT5,0,0,0,0,1,0,0,1,0,2,2,2
TRMT61B,0,0,0,0,2,0,0,0,0,2,2,2
TRMU,1,0,0,0,1,0,0,0,0,2,2,2
TSEN15,0,0,0,0,2,0,0,0,0,2,2,2
TSGA13,0,0,0,0,2,0,0,0,0,2,2,2
TSN,0,0,0,0,2,0,0,0,0,2,2,2
TSNAX,0,0,0,0,1,1,0,0,0,2,2,2
TSPAN14,0,0,0,0,2,0,0,0,0,2,2,2
TSPAN16,0,0,0,0,1,1,0,0,0,2,2,2
TSPAN17,0,0,0,0,2,0,0,0,0,2,2,2
TSPAN3,0,0,1,0,1,0,0,0,0,2,2,2
TSPAN5,0,0,0,0,2,0,0,0,0,2,2,2
TSPY2,0,0,0,0,2,0,0,0,0,2,2,2
TSPY8,0,0,0,0,2,0,0,0,0,2,2,2
TSPYL1,0,0,0,0,2,0,0,0,0,2,2,2
TTC12,1,0,0,0,1,0,0,0,0,2,2,2
TTC23,0,0,0,0,1,1,0,0,0,2,2,2
TTC39A,0,0,0,0,2,0,0,0,0,2,2,2
TTLL10,0,0,0,0,1,0,0,1,0,2,2,2
TTLL11,0,0,0,0,2,0,0,0,0,2,2,2
TTLL12,0,0,0,0,2,0,0,0,0,2,2,2
TTPAL,0,0,0,0,2,0,0,0,0,2,2,2
TTYH2,0,0,0,0,2,0,0,0,0,2,2,2
TUB,0,0,0,0,2,0,0,0,0,2,2,2
TUBA4A,0,0,0,0,2,0,0,0,0,2,2,2
TUBA8,0,1,0,0,1,0,0,0,0,2,2,2
TUBAL3,0,0,0,0,2,0,0,0,0,2,2,2
TUBD1,0,0,0,0,1,1,0,0,0,2,2,2
TUFM,0,0,0,0,2,0,0,0,0,2,2,2
TULP2,0,0,0,0,2,0,0,0,0,2,2,2
TWF2,1,0,0,0,1,0,0,0,0,2,2,2
TXLNA,0,0,0,0,2,0,0,0,0,2,2,2
TXN2,0,0,0,0,2,0,0,0,0,2,2,2
TXNDC11,1,0,0,0,1,0,0,0,0,2,2,2
TXNIP,0,1,0,0,1,0,0,0,0,2,2,2
UBD,0,0,0,0,2,0,0,0,0,2,2,2
UBE2D2,0,0,0,0,2,0,0,0,0,2,2,2
UBE2F,0,0,0,0,2,0,0,0,0,2,2,2
UBE2H,0,0,0,0,2,0,0,0,0,2,2,2
UBE2R2,0,0,0,0,2,0,0,0,0,2,2,2
UBIAD1,0,0,0,0,2,0,0,0,0,2,2,2
UBL4A,0,0,0,0,1,1,0,0,0,2,2,2
UBXN1,0,0,0,0,2,0,0,0,0,2,2,2
UBXN2A,0,0,0,0,1,1,0,0,0,2,2,2
UBXN8,0,0,0,0,2,0,0,0,0,2,2,2
UCP2,0,0,0,0,2,0,0,0,0,2,2,2
UFSP1,0,0,0,0,2,0,0,0,0,2,2,2
UGCG,0,0,0,0,2,0,0,0,0,2,2,2
UGDH,0,0,0,0,2,0,0,0,0,2,2,2
UNC50,0,0,0,0,2,0,0,0,0,2,2,2
UNC93B1,0,0,0,0,2,0,0,0,0,2,2,2
UNG,1,0,0,0,1,0,0,0,0,2,2,2
USF2,0,0,0,0,2,0,0,0,0,2,2,2
UTP15,0,0,0,0,2,0,0,0,0,2,2,2
UTP23,0,0,0,0,1,1,0,0,0,2,2,2
UTP6,0,0,0,0,1,0,0,1,0,2,2,2
UTS2R,0,0,0,0,2,0,0,0,0,2,2,2
UTY,1,0,0,0,1,0,0,0,0,2,2,2
VAPB,0,0,0,0,1,1,0,0,0,2,2,2
VASN,0,0,0,0,2,0,0,0,0,2,2,2
VAT1,0,0,0,0,1,1,0,0,0,2,2,2
VBP1,0,0,0,0,2,0,0,0,0,2,2,2
VCX3B,0,1,0,0,1,0,0,0,0,2,2,2
VDAC3,0,0,0,0,2,0,0,0,0,2,2,2
VEGFB,0,1,0,0,1,0,0,0,0,2,2,2
VEZF1,1,0,0,0,1,0,0,0,0,2,2,2
VGLL4,0,0,0,0,2,0,0,0,0,2,2,2
VKORC1,0,0,0,0,2,0,0,0,0,2,2,2
VPREB3,0,0,0,0,2,0,0,0,0,2,2,2
VPS18,0,0,0,0,2,0,0,0,0,2,2,2
VPS28,0,0,0,0,2,0,0,0,0,2,2,2
VPS29,0,0,0,0,2,0,0,0,0,2,2,2
VPS33B,0,1,0,0,0,1,0,0,0,2,2,2
VPS9D1,0,0,0,0,2,0,0,0,0,2,2,2
VRK3,0,0,0,0,2,0,0,0,0,2,2,2
VSX2,0,0,0,0,1,1,0,0,0,2,2,2
VWA5B1,0,0,0,0,2,0,0,0,0,2,2,2
VWA9,0,0,0,0,2,0,0,0,0,2,2,2
WARS2,0,0,0,0,2,0,0,0,0,2,2,2
WBP1L,1,0,0,0,0,1,0,0,0,2,2,2
WBSCR27,0,0,0,0,2,0,0,0,0,2,2,2
WDR12,0,0,0,0,2,0,0,0,0,2,2,2
WDR13,0,0,0,0,2,0,0,0,0,2,2,2
WDR34,0,0,0,0,2,0,0,0,0,2,2,2
WDR4,0,0,0,0,2,0,0,0,0,2,2,2
WDTC1,0,0,0,0,1,1,0,0,0,2,2,2
WFDC11,0,0,0,0,2,0,0,0,0,2,2,2
WI2-3308P17.2,0,0,0,0,2,0,0,0,0,2,2,2
WIPF3,0,0,0,0,2,0,0,0,0,2,2,2
WISP2,0,0,0,0,2,0,0,0,0,2,2,2
WNT4,0,0,0,0,1,0,0,1,0,2,2,2
WNT6,0,0,0,0,1,0,0,1,0,2,2,2
WNT8B,0,0,0,0,2,0,0,0,0,2,2,2
WNT9B,0,0,0,0,2,0,0,0,0,2,2,2
WRB,0,0,0,0,2,0,0,0,0,2,2,2
XKR8,0,0,0,0,1,1,0,0,0,2,2,2
XKRX,0,0,0,0,2,0,0,0,0,2,2,2
XPA,0,0,0,0,2,0,0,0,0,2,2,2
XPC,0,0,0,0,2,0,0,0,0,2,2,2
YBX2,0,0,0,0,2,0,0,0,0,2,2,2
YKT6,0,0,0,0,2,0,0,0,0,2,2,2
YPEL2,0,0,0,0,1,1,0,0,0,2,2,2
YWHAQ,0,0,0,1,1,0,0,0,0,2,2,2
ZAR1,0,0,0,0,2,0,0,0,0,2,2,2
ZBED8,0,0,0,0,2,0,0,0,0,2,2,2
ZBTB43,0,0,0,0,2,0,0,0,0,2,2,2
ZC3H15,0,0,0,0,1,1,0,0,0,2,2,2
